blink_freq,ch1,ch2,ch3,ch4,timestamp
7.5,-41.77842240501195,-43.17714498843998,-46.917044944129884,-105.46891865041107,1684941848.5381951
7.5,35.70856477692723,42.56006149575114,49.86034620925784,130.45893015433103,1684941848.5381951
7.5,18.692019978538156,23.40803382266313,24.047556715086102,16.8594690002501,1684941848.5527527
7.5,-34.422039192169905,-31.620854125358164,-33.573081902228296,-97.1177220493555,1684941848.5527527
7.5,-8.523231999017298,4.596337045542896,9.933174282312393,31.175806030631065,1684941848.55346
7.5,29.679846048355103,40.94068481493741,43.74186988174915,133.60418601706624,1684941848.55346
7.5,-2.2850788729265332,-1.2827856848016381,3.9156752536073327,4.256006149575114,1684941848.5668752
7.5,-36.54630236700177,-31.463778327219188,-31.676952624693513,-97.47675244510174,1684941848.5668752
7.5,2.3636167719960213,17.592489391565323,24.051296615041792,39.598060730844736,1684941848.5824194
7.5,45.735236558131874,58.00958821270615,67.86796449590474,142.02270081732422,1684941848.5824194
7.5,8.960800293833017,9.888295482844114,15.120415520854294,4.652435544878244,1684941848.5834742
7.5,-24.58984220866114,-22.405740634538233,-21.025717550888658,-90.54297792725265,1684941848.5834742
7.5,3.7548595555126667,15.213913019746542,10.04911118093878,34.96432468574494,1684941848.5967913
7.5,45.331327362917364,54.0265947598964,57.721615916118026,146.1852094680071,1684941848.5967913
7.5,20.285217359662056,15.389688317663968,18.303070383146405,17.858022288419306,1684941848.6127915
7.5,-20.999538251198828,-19.892527864314616,-21.545563644729555,-83.69522110838443,1684941848.6127915
7.5,11.967679858207703,22.862008429132402,24.17097341362387,48.128772529773414,1684941848.6132216
7.5,48.61121962405741,61.53257397096604,69.22554817982018,152.7038550907746,1684941848.6132216
7.5,7.25540591403842,7.861269706860185,14.753905325196683,13.24672564305365,1684941848.626662
7.5,-27.02077717985958,-25.70433239545673,-22.016791039146483,-87.50617916323245,1684941848.626662
7.5,12.289311254397035,23.957799116149545,29.33577525243163,48.40926502645016,1684941848.6424217
7.5,49.09366671834141,61.51387447118759,66.73851470928639,149.82039222493768,1684941848.6424217
7.5,20.760184654034674,20.07204306218773,22.757291230373085,24.242031512781978,1684941848.643202
7.5,-19.68309346679598,-16.57149670366198,-15.378468617796898,-84.35718340054154,1684941848.643202
7.5,12.330450153909624,22.383301234804094,24.20089261326939,42.79193529300392,1684941848.65673
7.5,47.78470173384994,59.000661700963974,68.48130808863789,148.17483624443412,1684941848.65673
7.5,14.391135029494762,10.426841076463461,11.305717566050589,13.938607134856284,1684941848.6724448
7.5,-27.877214269712567,-28.475598262622952,-26.97963828034699,-92.15113490819931,1684941848.6724448
7.5,11.122462468221784,22.323462835513055,22.398260834626853,43.85032698046416,1684941848.6730368
7.5,50.33905340358615,58.89968440216035,64.70400913339108,153.8557442771271,1684941848.6730368
7.5,13.082170045003295,16.706133102066815,18.332989582791924,23.7895036181435,1684941848.6868377
7.5,-23.901700616814196,-19.503578268922865,-26.261577488854527,-84.33100410085171,1684941848.6868377
7.5,17.28955749515444,25.992304692044854,29.563909149728715,52.30998068023473,1684941848.702541
7.5,52.893405073322356,64.2514812387526,68.12975749280304,156.4811540460214,1684941848.702541
7.5,19.959846063517034,20.270257759839296,28.314782564528286,31.706871824339032,1684941848.703244
7.5,-23.460392422042787,-20.015944562852383,-16.979145798832178,-85.70354738458991,1684941848.703244
7.5,1.4810003824532032,19.054790274240077,21.889634440653026,35.13262018375099,1684941848.7171173
7.5,42.7620160933584,59.348472396843135,63.72789524495602,147.295959754847,1684941848.7171173
