,blink_freq,ch1,ch2,ch3,ch4,timestamp
0,5.0,-31.3478414285928,-44.437491273507476,-50.67190449964255,6.43636782374233,1683734628.5430408
1,5.0,-36.815575163811445,-31.80036932323128,-42.7246170938015,-23.101362026296556,1683734628.5430408
2,5.0,-7.801431307569146,-11.27205846644938,-9.899515182711184,1.365063483826816,1683734628.557588
3,5.0,-46.486956449225545,-54.505301954224706,-60.50036158319563,4.076490951701999,1683734628.557588
4,5.0,-77.20649468526244,-82.82756431866437,-97.36081554647535,-25.244324700906873,1683734628.558402
5,5.0,-28.786009958945215,-26.377514387480915,-43.11730658914894,-25.536036897450686,1683734628.558402
6,5.0,-8.88226239476353,-7.921108106151223,-12.524924951605499,-2.2738591730594635,1683734628.571911
7,5.0,-37.253143458627164,-44.456190773285925,-59.13529809936881,-0.927495189011097,1683734628.571911
8,5.0,-65.68760282173753,-76.76892639044672,-92.03145810961723,-21.253851448185742,1683734628.5875635
9,5.0,-33.52820310276002,-31.7928895233199,-41.90557900350541,-25.82400919403881,1683734628.5875635
10,5.0,-5.415375135838985,-3.175175062380731,-8.0781839042902,2.1541823744773865,1683734628.5883012
11,5.0,-35.27847628202289,-48.068934130482376,-54.77457475103438,6.574744122102857,1683734628.5883012
12,5.0,-47.698684034869075,-59.94311648979783,-83.82237770687789,-18.220792584121227,1683734628.6019168
13,5.0,-30.16977294255048,-33.3486879048869,-43.240723287686706,-19.402600970119238,1683734628.6019168
14,5.0,5.594890333712101,-0.6769218919798732,4.858130042441189,7.737853008322418,1683734628.6175551
15,5.0,-29.986517844721675,-37.29428235813975,-40.884586315602064,8.710226996801794,1683734628.6175551
16,5.0,-68.87773748394102,-76.29021919611841,-95.12809527292848,-21.470765645615757,1683734628.618292
17,5.0,-44.523508972488344,-57.56454011797905,-49.01512881927192,-33.89471329841763,1683734628.618292
18,5.0,8.250219302251935,-1.372543283738196,-4.41308194771409,-2.371096571907401,1683734628.6318896
19,5.0,-25.39018079917878,-35.53278947900981,-48.57382062450051,9.398368588648736,1683734628.6318896
20,5.0,-64.05700644105673,-65.11913802847266,-82.65178902074695,-19.858868764713407,1683734628.6475525
21,5.0,-47.94177753198892,-39.56066173128784,-55.06628694757819,-26.92353978101164,1683734628.6475525
22,5.0,-6.391489024274051,-8.05200460460037,-9.884555582888424,1.5931973811239004,1683734628.6482866
23,5.0,-44.871319668367505,-58.63789140526205,-63.843832143582404,5.015205840580165,1683734628.6482866
24,5.0,-71.62282405141741,-80.95761434081942,-96.57543655578047,-24.466425510123372,1683734628.66188
25,5.0,-40.51059632003307,-41.09776061307639,-47.9866563314572,-32.63062711339444,1683734628.66188
26,5.0,-4.158768750727177,-12.188333955593407,-10.561477474868298,0.38520969543606043,1683734628.6776257
27,5.0,-42.002816402353346,-59.62522499356419,-60.145071087405086,6.002539428882301,1683734628.6776257
28,5.0,-71.0693188579753,-74.21083482075483,-95.53200446814299,-19.548457068391144,1683734628.6782703
29,5.0,-37.91510575078428,-38.408772544935346,-55.313120344653726,-26.14938049018383,1683734628.6782703
30,5.0,3.62396305706352,-9.417068088427186,-11.904101558960974,-0.8227779902517796,1683734628.6919193
31,5.0,-24.788056906312704,-45.1705116648227,-56.80160052701831,8.141762203536928,1683734628.6919193
32,5.0,-59.14277789928019,-71.90331654809415,-89.55564433895051,-23.037783727049828,1683734628.707534
33,5.0,-46.831027245149016,-40.6863716179505,-49.20212381705642,-25.917506692931056,1683734628.707534
34,5.0,-24.043816815130413,-32.54086951445788,-26.22791838925332,-6.563524422235787,1683734628.708276
