,blink_freq,ch1,ch2,ch3,ch4,timestamp
0,7.5,-24.432766410522163,-84.17018840275705,-78.88196986541152,-93.29554429464042,1684223379.1780994
1,7.5,-1.1518891863524914,6.810357819311321,12.427687552757561,7.124509415589273,1684223379.1780994
2,7.5,-20.47221235744655,-39.04081563744694,-31.086048431694508,-25.483678298071027,1684223379.1906154
3,7.5,-36.93525196239352,-112.17455927096307,-75.10467091016471,-119.33646768610924,1684223379.1906154
4,7.5,-15.958153110928833,-75.24678710848093,-71.23761435598135,-87.44634076394141,1684223379.2067926
5,7.5,5.875382830388844,3.590303957462311,-6.571004222147167,3.5977837573736906,1684223379.2067926
6,7.5,-15.423347417265177,-36.49020386766642,-17.068903397768736,-25.584655596874654,1684223379.2069228
7,7.5,-35.37945358082652,-111.4976373789832,-76.70908799115568,-115.12534033600241,1684223379.2069228
8,7.5,-23.883001117035747,-78.38456317130476,-88.34391675330698,-86.60112337395549,1684223379.2210033
9,7.5,5.149842238985002,6.152135427109897,7.158168515190482,15.557983815670013,1684223379.2210033
10,7.5,-20.404894158244133,-38.28909574635327,-11.395475164987147,-23.819422817789018,1684223379.236554
11,7.5,-35.600107678212225,-112.07358197215945,-86.84421687107533,-118.90263929124922,1684223379.236554
12,7.5,-21.433366646058857,-73.43667552992702,-69.79775287304074,-84.95182749349624,1684223379.2511263
13,7.5,-0.35155059583485126,7.65557520929724,14.409834529273212,10.08651018049568,1684223379.2511263
14,7.5,-27.454605574719608,-44.082200777716935,-31.205725230276585,-27.578022273257375,1684223379.2517996
15,7.5,-43.96252397913486,-122.12269315309823,-105.25574435293674,-124.39655232615769,1684223379.2517996
16,7.5,-15.782377813011408,-69.38262397795916,-68.36911108996719,-76.26403989642859,1684223379.2817967
17,7.5,11.197260467335582,15.359769118018448,13.553397439420223,19.997245063073933,1684223379.2817967
18,7.5,-15.501885316334665,-35.611327378079295,-19.451219669543207,-32.428672515787184,1684223379.2824948
19,7.5,-32.87746051046997,-116.82699481584132,-95.24777207151055,-117.88912640325725,1684223379.2824948
20,7.5,-11.821823759935796,-73.00284713506699,-71.21143505629152,-78.36212377157062,1684223379.2833319
